"","PRISM.7122","PRISM.7147","PRISM.7150","PRISM.7153","PRISM.7184","PRISM.7238","PRISM.7406","PRISM.7408","PRISM.7421","PRISM.7445","PRISM.7486","PRISM.7496","PRISM.7506","PRISM.7547","PRISM.7658","PRISM.7662","PRISM.7744","PRISM.7759","PRISM.7762","PRISM.7776","PRISM.7791","PRISM.7843","PRISM.7847","PRISM.7852","PRISM.7855","PRISM.7858","PRISM.7860","PRISM.7861","PRISM.7862","PRISM.7870","PRISM.7874","PRISM.7875","PRISM.7879","PRISM.7897","PRISM.7899","PRISM.7904","PRISM.7906","PRISM.7908","PRISM.7909","PRISM.7910","PRISM.7911","PRISM.7912","PRISM.7938","PRISM.7941","PRISM.7947","PRISM.7948","PRISM.7955","PRISM.7971","PRISM.7989","PRISM.8095","PRISM.8096","PRISM.8101","PRISM.8106","PRISM.8129","PRISM.8226","PRISM.8244","PRISM.8264","PRISM.8275","PRISM.8283","PRISM.8332","PRISM.8336","PRISM.8361","PRISM.8374","PRISM.8377","PRISM.8406","PRISM.8441","PRISM.8444","PRISM.8447","PRISM.8452","PRISM.8458","PRISM.8462","PRISM.8464","PRISM.8466","PRISM.8467","PRISM.8475","PRISM.8480","PRISM.8483","PRISM.8485","PRISM.8496","PRISM.8502","PRISM.8503","PRISM.8511","PRISM.8513","PRISM.8515","PRISM.8523","PRISM.8534","PRISM.8537","PRISM.8550","PRISM.8564","PRISM.8565","PRISM.8573","PRISM.8577","PRISM.8589","PRISM.8591","PRISM.8592","PRISM.8605","PRISM.8624","PRISM.8628","PRISM.8629","PRISM.8667","PRISM.8675","PRISM.8683","PRISM.8692","PRISM.8696","PRISM.8728","PRISM.8734","PRISM.8735","PRISM.8746","PRISM.8749","PRISM.8753","PRISM.8754","PRISM.8758","PRISM.8764","PRISM.8765","PRISM.8774","PRISM.8776","PRISM.8778","PRISM.8783","PRISM.8784","PRISM.8785","PRISM.8788","PRISM.8789","PRISM.8794","PRISM.8795","PRISM.8800","PRISM.8802","PRISM.8803","PRISM.8805","PRISM.8806","PRISM.8807","PRISM.8809","PRISM.8815","PRISM.8841","PRISM.8843","PRISM.8844","PRISM.8846","PRISM.8847","PRISM.8849","PRISM.8878","PRISM.8882","PRISM.8892","PRISM.8894","PRISM.8898","PRISM.8924","PRISM.8932","PRISM.8982","PRISM.8998","PRISM.9010","PRISM.9018","PRISM.9030","PRISM.9033","PRISM.9074","PRISM.9079","PRISM.9126","PRISM.9148","Validation.LLDeep_0001","Validation.LLDeep_0003","Validation.LLDeep_0010","Validation.LLDeep_0011","Validation.LLDeep_0012","Validation.LLDeep_0015","Validation.LLDeep_0018","Validation.LLDeep_0021","Validation.LLDeep_0022","Validation.LLDeep_0024","Validation.LLDeep_0026","Validation.LLDeep_0027","Validation.LLDeep_0028","Validation.LLDeep_0029","Validation.LLDeep_0030","Validation.LLDeep_0033","Validation.LLDeep_0034","Validation.LLDeep_0037","Validation.LLDeep_0039","Validation.LLDeep_0043","Validation.LLDeep_0047","Validation.LLDeep_0052","Validation.UMCG0333264","Validation.UMCG1180653","Validation.UMCG1576297","Validation.UMCG1705352","Validation.UMCG1708847","Validation.UMCG2023308","Validation.UMCG2136686","Validation.UMCG2739287","Validation.UMCG2788516","Validation.UMCG3243705","Validation.UMCG3299495","Validation.UMCG3321127","Validation.UMCG3595094","Validation.UMCG3748218","Validation.UMCG4000898","Validation.UMCG4081271","Validation.UMCG4268471","Validation.UMCG4722506","Validation.UMCG4789724","Validation.UMCG4851027","Validation.UMCG5113553","Validation.UMCG5308346","Validation.UMCG5437940","Validation.UMCG5613882","Validation.UMCG5792346","Validation.UMCG5921444","Validation.UMCG6047689","Validation.UMCG6054655","Validation.UMCG6262744","Validation.UMCG6628208","Validation.UMCG6720116","Validation.UMCG6738619","Validation.UMCG6868484","Validation.UMCG6966873","Validation.UMCG7115152","Validation.UMCG7198526","Validation.UMCG7563651","Validation.UMCG8089650","Validation.UMCG8255148","Validation.UMCG8438880","Validation.UMCG9119812","Validation.UMCG9189151","Validation.UMCG9830707"
"C08362",111.672,105.316,25.4388,120.333,156.4,545.272,1e-28,49.7691,34.1384,52.814,316.344,40.8009,161.515,49.415,27.4559,16.883,1e-28,1e-28,43.125,21.9966,69.4689,341.814,96.3901,65.9954,64.947,40.4245,68.6345,17.6576,30.3321,78.7898,44.7666,75.2499,37.311,82.7225,36.244,31.8675,978.483,70.0341,1e-28,82.982,292.955,59.7782,44.3717,44.8644,127.778,199.438,29.8704,79.4966,1e-28,193.933,39.9773,126.518,126.179,1551.03,290.06,96.3533,526.726,58.2919,22.3267,104.91,199.453,49.3564,315.209,170.359,34.8476,45.7884,28.5721,37.0946,44.4585,14.9564,531.052,1e-28,85.1127,52.9352,100.298,1e-28,50.2637,122.152,33.282,56.6505,20.7346,176.61,24.1909,34.9606,33.9423,231.403,52.2518,1e-28,15.1722,72.8486,29.2883,89.814,52.2075,143.761,117.11,29.435,24.3298,1e-28,28.0919,1e-28,30.6609,1243.85,130.068,189.022,137.853,1e-28,51.8629,72.9647,56.0806,259.117,23.1685,45.6949,328.045,1003.07,73.2523,411.967,169.795,63.3695,54.7876,266.39,1e-28,30.7631,21.5943,109.551,46.2179,59.823,141.754,49.8212,229.385,25.2708,1e-28,68.5608,1e-28,174.673,132.717,40.6219,31.3904,85.8465,58.7549,1e-28,27.5617,23.7505,51.4504,1e-28,1e-28,1e-28,156.5,44.6059,1e-28,79.6245,78.0441,1e-28,1e-28,1e-28,58.8677,65.6748,70.7854,88.5911,54.1588,64.1905,56.4374,22.6542,28.1985,75.0058,66.1452,45.4488,72.1632,22.9155,57.7908,33.9293,326.985,52.0022,60.2975,67.67,26.1704,77.4199,140.994,77.3507,30.6314,548.264,210.188,39.412,52.9661,120.547,108.868,77.232,49.7856,60.6704,92.9219,15.6065,205.817,49.3935,20.1875,159.748,34.3879,137.346,94.229,45.8045,12.5218,30.1843,15.9164,72.7357,25.9672,19.2154,34.0902,783.107,40.6109,44.0924,134.402,129.664,85.4631,118.749,92.2256,4552.42,670.399,246.24,116.735,1723.46,133.54,127.172
"C09069",22.162,274.862,327.807,267.64,1e-28,1e-28,66.4396,1e-28,313.263,14.0662,983.762,21.3156,304.592,392.361,1e-28,634.969,257.077,393.291,116.851,1e-28,1e-28,1e-28,4352.28,37.5575,26.9367,592.622,159.077,62.2224,221.347,361.934,588.955,1e-28,4588.07,32.2532,613.402,515.293,46.234,579.87,77.0088,123.183,142.844,1651.16,1e-28,1e-28,1019.71,27.1361,913.158,12.6811,18.4573,1e-28,1e-28,111.667,1e-28,1e-28,1e-28,90.9964,1e-28,107.887,1972.45,134.672,1e-28,29.4959,1e-28,1e-28,34.1191,76.5739,539.946,60.1721,1e-28,49.2333,155.323,803.133,1364.3,49.9754,55.5959,1e-28,60.4492,1e-28,1e-28,1e-28,366.684,165.045,1e-28,1e-28,1e-28,1e-28,1e-28,17.8088,37.1837,1e-28,917.711,713.953,257.987,8432.74,50.0495,1e-28,1e-28,84.8895,43.3872,1e-28,115.322,12.269,432.074,768.202,77.0028,189.391,9099.66,25.8074,1e-28,272.67,857.954,1e-28,4963.99,183.162,429.216,769.047,195.576,31.3586,119.181,46.8795,2339.77,277.123,280.685,65.0522,66.7575,56.2346,1e-28,1e-28,105.577,93.0734,1e-28,55.9093,34.6981,1e-28,77.3819,1e-28,551.266,1e-28,118.832,56.362,230.881,40.2546,69.6079,42.0142,1e-28,177.57,1e-28,50.7717,1e-28,1e-28,87.3296,155.017,1e-28,122.137,1e-28,1397.51,31.1022,254.205,2505.52,515.998,3318.96,121.716,189.773,649.09,110.58,154.743,384.066,121.877,407.006,153.042,319.275,155.751,55.3015,81.7119,391.089,39.5301,137.282,284.566,1130.7,1e-28,636.499,608.36,203.2,1e-28,649.324,1e-28,69.0591,1e-28,206.664,1e-28,1e-28,226.823,110.562,1e-28,107.256,1e-28,1e-28,42.4515,42.6977,1e-28,42.0358,140.673,1679.31,252.237,818.232,13.8245,1e-28,1100.66,522.395,1343.31,812.342,7.9714,1e-28,1e-28,1e-28,1251.48,22.2666,15.7296,1061.73,770.488
"C10172",123.504,486.304,2359.17,587.694,500.171,2387.63,62.5047,518.134,3408.88,66320.7,164.789,2966.87,911.808,1255.97,16293.6,1154.79,860.952,204.821,1611.94,1653.12,59.4985,14748.3,11402.5,2121.97,1000.71,2783.58,443.852,498.19,2090.83,23665.3,2109.61,1207.7,1220.08,1314.48,1076.17,690.008,656.263,4816.8,3516.55,1444.82,1894.44,1758.26,868.935,1573.53,730.942,1073.66,850.519,261.825,315.394,687.305,4986.8,555.288,6094.37,4772.32,4129.37,110.975,693.173,1503.04,221.827,202.76,17.2331,1927.55,9790.43,368.732,2172.09,1864.79,367.493,589.635,2339.66,11447.7,3277.97,1434.85,181.513,2015.62,586.441,1589.16,1805.23,3537.15,320.843,1821.6,23.3615,869.12,460.805,23.3979,748.342,2218.89,1351.87,12445.2,2526.23,831.598,1734.88,1160.22,2911.39,120.567,1383.32,804.262,2059.18,2120.76,1149.45,3392.47,1327.11,1572.64,252.924,1216.95,180.014,614.881,291.884,48.3281,906.589,4796.35,8828.41,173.28,5448.69,114.769,65570.9,1919.33,3325.68,347.583,223.224,281.97,2958.04,1755.57,149.323,155.37,2209.7,57.0421,9.43642,2242.47,1568.25,1339.72,2238.71,868.401,169.203,46.2392,68.1021,465.587,10180.7,24491.7,825.669,727.933,39.2693,1063.72,62.8802,79.5116,138.995,56.7681,603.189,1580.69,1945.4,135.251,181.904,57.1337,3483.88,1196.26,514.827,1020.58,3692.97,1e-28,1268.38,7462.19,2217.33,1906.9,1e-28,519.354,15057.6,858.996,3404.37,4777.8,3601.36,515.014,210.453,18545.9,519.266,4097.07,2623.27,921.358,17045,4158.19,1432.32,163.867,3179.37,1e-28,3951.8,5632.63,4993.68,1126.59,174.214,3463.5,856.372,534.328,1934.59,1084.02,1155.41,2381.36,496.289,706.444,1992.76,1100.72,54.5212,2923.3,19.124,686.025,3987.1,2576.61,2862.72,2927.9,574.446,1105.72,23056.6,585.906,1522.63,285.374,1157.1,1927.32,47.5138,410.872,3674.88,3666.84,1698.58,2357.11
"C12144",95.1357,83.4831,42.3255,130.468,324.29,690.807,967.102,104.279,633.363,847.373,743.611,295.764,114.739,99.265,557.312,627.789,122.382,1402.25,241.822,206.299,73.5045,189.501,166.59,285.642,163.862,214.178,591.936,47.8972,193.001,318.076,52.2172,91.9969,61.2381,412.636,40.0086,144.382,281.071,990.344,88.849,241.368,264.931,74.9703,353.117,464.549,105.387,1442.45,97.3123,69.6008,440.509,121.976,394.451,37.2694,148.997,607.773,772.427,47.9,278.616,1009.73,57.9444,60.7864,128.833,665.556,288.263,53.2193,541.124,176.174,24.5907,39.0304,265.436,81.2163,390.594,99.7004,149.254,219.162,313.007,40.6778,1573.61,909.674,1887.2,181.074,46.7508,65.1428,60.8416,184.399,60.2974,627.416,207.403,271.84,768.034,472.899,470.359,746.298,215.352,678.295,856.193,100.584,75.5569,46.8451,799.768,431.833,822.972,189.416,95.4072,432.662,253.709,52.7847,446.651,657.134,413.218,506.729,118.426,142.805,80.0409,43.1977,313.884,416.971,45.3922,445.502,49.1921,176.752,146.276,53.6171,601.456,158.008,192.089,30.2991,78.7647,470.685,70.9514,307.611,196.731,487.634,259.561,276.133,214.139,918.811,998.617,223.107,186.744,906.484,768.949,74.4517,124.456,70.0718,167.682,150.778,139.416,36.8265,170.842,368.264,81.3699,299.81,125.232,330.233,109.656,92.4078,108.55,96.5321,40.5501,67.6265,32.8019,43.2292,67.2814,148.345,34.6443,172.093,167.577,15.7092,57.4736,94.5278,58.4829,69.4725,38.7209,579.352,223.041,42.7193,183.051,319.432,70.8891,125.335,36.47,27.699,304.701,70.799,823.17,228.156,64.2247,207.776,542.056,73.7842,28.9909,251.83,158.169,335.786,313.484,84.721,188.934,53.8962,71.1838,531.12,210.147,2357.62,61.8171,87.2608,77.964,304.667,46.9133,118.515,70.1461,188.353,39.4089,803.988,428.74,391.521,38.0968,78.941,89.054,146.686,321.24,323.951
"C12283",838.432,6125.06,197.122,126.677,1e-28,1e-28,45.4201,1128.27,305.604,28.6614,36.3755,10463.8,61.951,1e-28,389.631,1018.52,70.9544,41.0539,16.8721,101.944,3052.1,60.0275,17603.9,511.133,68.5253,857.411,76.4151,85.2726,1e-28,14460.6,34.2367,65.814,1e-28,50.3011,22.9497,16.7183,416.571,56.4064,36.6488,32.3386,1131.71,349.331,112.232,174.415,9298.36,322.054,132.246,126.039,370.744,488.477,1e-28,26.3088,517.238,150.754,1e-28,61.0939,1777.12,397.952,1e-28,1e-28,1e-28,1e-28,716.451,1e-28,104.694,16248.7,1e-28,139.937,1e-28,5950.88,32.3323,15.2974,47.8796,208.956,1e-28,1e-28,1e-28,2123.91,58.2133,203.413,1e-28,123.722,1e-28,22.38,34.4465,1e-28,267.984,66.0542,66.18,48.5171,46.6282,18.6764,83.8532,69.1789,30.357,49.5634,738.964,37.3225,1e-28,156.39,9.61363,1e-28,45.8147,98.5712,32.6924,75.1559,4.29732,1e-28,1e-28,34.3041,27.6955,1e-28,1e-28,36.5353,211.03,12535.7,1e-28,1e-28,75.9342,2441.22,64.5721,1e-28,1161.49,374.729,86.0013,151.532,146.092,1e-28,23.4496,1e-28,1e-28,171.104,60.774,9159.23,27.3781,1e-28,57.0509,299.539,97.5264,1e-28,1.87276,88.5096,8.98794,68.4173,114.578,27.254,245.421,127.648,1e-28,80.8038,246.391,1e-28,1e-28,14.3177,61.9265,1e-28,1e-28,73.0591,13.4255,2833.51,103.763,516.736,26.1788,391.372,92.2469,378.729,565.608,1e-28,5305.67,253.016,40.2646,44.6392,1e-28,34.532,2155.94,26.6466,52.2864,1801.1,17.0255,1e-28,1e-28,1e-28,21.3702,32.5791,2026.59,5808.25,47.345,9.70359,2550.61,11.1429,12412.2,1632.32,2743.76,4701.11,1173.83,54.8412,41.7511,455.457,1e-28,52.1082,6049.72,255.637,32.3776,283.219,52.2297,251.023,204.19,657.337,12.2873,70.0968,1033.66,8.68263,124.711,1e-28,11.5457,13.9017,13.7675,1343.37,184.485,2444.94
"C13235",1e-28,1e-28,1e-28,1035.21,1e-28,13.3374,1e-28,73627.3,100.361,44.7147,26.0326,1e-28,1e-28,1e-28,631.811,1e-28,1e-28,1470.59,28.8916,46.624,1e-28,488.51,23.1308,19205.4,10.2401,88.2341,1e-28,9.96307,1e-28,1e-28,1e-28,126.865,1e-28,494.224,1e-28,10.061,1e-28,538.941,6.58177,1e-28,11.887,1e-28,1e-28,15.8926,43360.1,1e-28,61.3842,1e-28,1e-28,1e-28,1329.24,1e-28,8.65408,1952.36,13.2716,1e-28,1e-28,807.525,1e-28,8.19787,1e-28,1e-28,11.2719,1e-28,2377.41,8.19435,1e-28,4.24944,20.531,1e-28,20488.2,630.651,5.45059,148.783,319.593,1e-28,28.8771,5.73699,57158.9,30.2101,1e-28,1e-28,6.00179,1e-28,11.718,8.27806,117.568,17.0249,5.84186,1e-28,108.335,4.0424,106.87,1e-28,12.1251,69.2808,316.549,155.522,6.62027,203.783,45.3452,77.8191,1e-28,61.0093,7.49729,10.1149,200.197,1e-28,15.4866,5526.5,1e-28,1e-28,1e-28,1e-28,1e-28,1e-28,1e-28,1e-28,1e-28,1e-28,1e-28,15.549,1e-28,1e-28,275.451,1e-28,34.3623,761.957,1e-28,1e-28,1e-28,1e-28,1e-28,1e-28,1e-28,461.843,1e-28,15.894,362.609,12.257,371.45,1e-28,445.057,16.771,7.87871,1e-28,179.841,1e-28,1e-28,758.44,1e-28,15.2214,1e-28,174.197,1e-28,1e-28,1e-28,1e-28,1e-28,20.915,1e-28,1e-28,1e-28,1e-28,19.3141,1e-28,1062.7,10.5963,1e-28,47914.7,14.6445,1e-28,1e-28,37.3789,16.6072,6.08726,75223.6,931.214,5.57314,275.174,8.4772,1e-28,231.671,1e-28,1e-28,3.79068,1e-28,827.338,1e-28,1e-28,1923.46,951.33,1e-28,1e-28,31.1306,1e-28,810.016,35.8355,1e-28,594.887,251.932,43.4848,9.58815,1e-28,1e-28,27.8385,1e-28,4.30288,4.50279,1e-28,1e-28,121.441,3.84264,1e-28,1e-28,1e-28,1e-28,773.149,1e-28,38.5782
"C15557",33.5143,1e-28,51.6165,1e-28,12.367,1e-28,1e-28,15.8674,10.3162,1e-28,1e-28,73.172,25.3864,1e-28,40.6289,48.9748,69.6655,22.0924,1e-28,109.131,96.3251,1e-28,31.953,88.3706,75.687,1e-28,30.3661,85.9941,24.0784,54.9231,75.9545,1e-28,43.2019,66.9509,25.5615,49.3451,1e-28,1e-28,57.9231,44.97,115.274,1e-28,1e-28,11.6273,1e-28,204.731,33.6591,1e-28,1e-28,1e-28,1e-28,1e-28,90.7395,1e-28,1e-28,22.0071,1e-28,1e-28,12.7621,1e-28,1e-28,106.696,912.359,35.1145,1e-28,78.4677,92.2436,24.3483,1e-28,82.2628,31.5817,1e-28,38.6148,41.1735,127.215,1e-28,17.6522,230.01,51.8919,1e-28,62.1061,211.585,81.0593,197.305,1e-28,1e-28,1e-28,1e-28,1e-28,1e-28,63.2,27.272,35.3799,956.34,72.5543,1e-28,209.587,1e-28,1e-28,1e-28,1e-28,12.1083,1e-28,47.6071,1e-28,1e-28,151.477,1e-28,1e-28,1e-28,42.8912,1e-28,1e-28,24.2748,1e-28,20.9606,1e-28,89.4545,1e-28,14.4844,25.0022,1e-28,47.1559,1e-28,15.1912,56.0771,15.1207,1e-28,1e-28,1e-28,1e-28,1e-28,1e-28,1e-28,70.7698,1e-28,1e-28,1e-28,1e-28,1e-28,1e-28,1e-28,1e-28,1e-28,1e-28,1e-28,1e-28,1e-28,126.656,1e-28,1e-28,1e-28,148.215,207.038,39.5073,73.3147,39.7568,13.619,61.6982,129.247,111.657,152.993,68.3886,69.7905,109.634,162.385,55.4894,37.5084,11.9621,63.4519,38.4529,76.908,70.3485,1e-28,161.072,36.6935,60.217,1e-28,45.1768,141.304,15.3535,48.3154,1e-28,62.2553,24.0804,1e-28,28.2429,1e-28,14.8076,120.382,1e-28,154.273,21.3068,19.9453,28.5138,1e-28,23.5998,210.279,67.6608,178.149,1e-28,216.613,124.018,23.5128,1e-28,1e-28,151.517,137.381,32.768,91.7517,1e-28,64.014,52.8505,1e-28,1e-28,27.2697,58.1905,1e-28,9.52122,21.9895
"C15571",23.5702,42.4987,13.9084,23.0509,234.976,3.56562,1e-28,12.4725,210.903,67.5122,86.2992,64.2385,79.9179,47.4746,37.875,234.586,32.6063,4.75074,38.4279,236.528,5.39033,2.07247,172.897,196.463,28.2489,679.034,24.0933,28.9496,116.457,18.21,137.535,3.52272,20.3337,77.3859,38.7931,61.6017,52.6008,119.791,99.4404,135.563,47.3099,209.426,466.058,22.6332,43.2389,21.233,113.768,7.84189,1e-28,7.7004,155.253,165.936,19.2221,11.0305,4.05146,40.1066,1e-28,24.8812,32.7642,24.4913,1e-28,13.6633,132.576,25.5361,31.9872,36.9114,22.5428,45.0486,1e-28,20.3732,158.047,1058.07,30.7624,87.3517,128.242,1e-28,189.799,68.6694,69.3817,4.11497,153.649,12.08,21.1467,14.2529,1e-28,9.40648,32.5385,69.2239,76.6831,11.0088,65.3624,38.1904,76.5905,109.087,42.91,7.17213,43.239,40.3442,12.1843,9.42985,42.6784,91.0897,33.2599,134.887,43.6792,49.3611,31.036,135.87,65.5866,55.469,315.505,2.22633,40.5715,65.8384,96.2161,162.025,22.4977,178.156,20.8146,55.2831,118.229,350.091,76.4116,36.1671,131.799,17.9023,12.9157,83.0895,95.48,50.4005,31.8475,299.558,119.233,11.2749,38.9962,109.873,10.0646,1e-28,70.475,6.17234,146.6,22.0514,157.024,28.571,76.5858,6.39642,9.17121,29.5241,148.988,98.4685,12.0638,11.4652,16.9625,13.8199,9.60915,13.7465,41.4979,17.1095,33.8365,98.3507,43.9377,11.5936,21.1622,71.2185,39.474,31.0265,68.9775,140.415,50.5973,118.089,10.662,341.568,103.662,32.462,20.8376,34.4058,35.6063,109.273,69.0574,40.7468,148.602,60.7323,98.8654,16.2321,14.6692,6.18253,10.6365,14.222,17.7344,22.5351,18.1743,4.40617,35.5575,1e-28,45.1714,5.62709,45.8973,22.1456,16.2575,102.195,91.5193,29.1499,64.3548,18.0187,76.9108,6.92692,18.8387,19.8466,8.89574,109.528,17.6632,64.2837,24.7939,10.1316,4.66278,75.48,42.4564,25.3214,36.8165,167.805
"C16357",5.70761,594.513,482.68,41.0858,315.692,222.309,128.149,268.881,580.382,256.891,236.351,266.992,1e-28,449.051,193.617,289.715,265.096,141.437,73.5732,106.094,313.751,17.6152,84.0162,35.7882,1e-28,264.726,112.262,134.316,76.2841,403.865,7.85295,59.5215,1e-28,421.6,196.231,262.057,667.629,1e-28,193.592,683.505,212.132,31.6525,244.876,69.0187,354.137,37.0429,153.991,163.41,39.6399,299.476,31.6085,186.21,238.593,31.5439,26.2133,11.4662,1e-28,115.69,1e-28,55.6486,4.57385,838.685,559.385,231.686,44.8418,50.1889,1e-28,7.47995,14.0125,539.419,849.898,64.5877,691.854,242.38,259.232,1e-28,359.515,601.397,255.387,32.2958,7.79444,517.419,7.4492,54.3128,70.1461,1e-28,173.773,107.616,168.229,146.398,273.245,267.139,42.8545,114.628,456.192,30.2673,883.583,305.695,1e-28,132.067,154.366,173.646,8.35367,21.9722,1e-28,377.249,13.5257,23.0621,910.467,69.9293,1e-28,1e-28,1e-28,1e-28,50.9682,294.015,1e-28,233.887,1e-28,51.849,1e-28,1e-28,136.312,6.62677,198.967,1e-28,1e-28,34.971,98.5853,159.945,831.234,415.361,65.7455,13.6554,42.6071,21.6183,18.7952,1e-28,279.001,86.3223,604.145,1e-28,128.947,1e-28,329.474,1e-28,222.308,1e-28,485.8,631.913,1e-28,42.0823,200.342,249.949,58.4251,1e-28,146.248,770.185,1e-28,159.345,1e-28,5.68205,1e-28,8.98808,1e-28,1e-28,34.9354,5.60579,845.354,227.511,1e-28,10.0584,1e-28,85.5792,252.083,1e-28,3.2034,170.417,676.004,84.1978,7.78131,1e-28,409.267,4.55997,364.817,715.488,299.965,11.438,953.895,1e-28,1228.29,35.4683,1e-28,72.3899,223.474,4.15322,705.672,62.3233,386.668,55.2091,512.371,1370.3,622.529,471.032,527.647,81.8225,1e-28,208.285,676.081,542.556,35.6028,311.608,550.949,179.027,81.3221,113.597,680.627,191.208,862.395,481.707
"C16366",431.897,93.1153,128.008,49.7,9.91597,197.689,31.7262,55.8851,398.164,55.9868,75.9964,130.648,17.6778,72.7122,20.744,42.5448,143.094,39.2638,17.0911,1e-28,121.96,1e-28,63.4076,43.0405,39.6393,55.5934,84.1128,63.5829,469.725,634.706,353.69,1e-28,329.992,489.157,490.135,93.8634,74.9586,4.64773,10.2459,291.7,201.425,201.443,19.2386,1e-28,65.5556,75.1584,9.09774,166.711,1e-28,74.9955,1e-28,840.244,20.736,1e-28,1e-28,147.151,14.8255,7.09597,707.7,9.03773,1e-28,351.35,151.227,26.2645,15.1006,184.77,12.9346,266.274,1e-28,131.739,110.529,38.5665,82.5784,18.7484,323.905,1e-28,67.1246,160.169,53.8633,18.2976,796.817,85.1741,429.374,1e-28,17.4852,127.098,50.0877,8.5692,43.4075,144.816,47.9587,459.839,224.648,1e-28,416.045,10.3999,182.554,189.989,1e-28,214.993,1e-28,1e-28,145.792,1e-28,72.6417,209.733,1e-28,1e-28,326.804,14.7463,364.419,1e-28,139.98,601.73,23.336,70.604,314.248,508.578,46.092,1e-28,62.9612,461.391,30.783,40.6626,10.4015,105.602,26.2523,1e-28,64.9616,18.0411,238.308,117.963,1e-28,1e-28,1e-28,1e-28,1e-28,1e-28,25.2163,42.8364,68.3424,153.459,1e-28,47.4222,53.7858,8.76934,57.997,87.316,31.5924,165.561,1e-28,1e-28,169.243,70.0507,1e-28,569.389,3.4603,461.955,588.176,88.7072,142.19,610.999,636.992,14.8497,1034.99,207.746,120.762,246.557,705.866,201.953,563.681,604.672,657.848,56.5265,613.953,566.585,419.659,1e-28,1017.13,44.463,83.9596,1528.76,207.822,163.857,66.3668,692.763,200.986,4.97394,759.549,1e-28,499.311,36.0375,321.114,14.3116,449.434,14.6702,158.526,98.8625,731.009,68.8383,370.054,578.973,289.322,253.642,675.629,10.0768,435.497,75.7249,777.092,1744.49,221.745,93.7771,248.85,109.035,72.4035,4.31115,701.864,13.4589,1063.76,998.88
"C16512",1165.6845,36.9561,45.4709,199.6214,1805.772,1181.8482,74.0477,352.4683,242.5663,1302.499,911.921,506.5779,34.0305,346.0153,971.7336,41.1846,30.98209,461.219,198.3389,615.9385,214.2955,713.6072,121.1034,377.6001,110.2082,548.786,554.9739,79.3956,199.967,117.8729,1e-28,277.0585,18.1446,516.5715,89.4659,39.3745,121.0435,541.6465,95.7451,471.0031,729.744,135.4048,286.8817,755.8881,2303.609,2520.833,373.2675,13.2393,416.2005,1320.309,415.6369,119.632,676.76,177.8117,274.0523,1157.6321,45.8005,688.3045,32.6026,97.639,212.949,736.2713,3264.342,1526.984,260.714,66.1862,38.7134,43.9617,787.933,1949.8356,2940.717,407.2189,473.9088,398.9721,207.3509,23.883,1453.116,1411.454,4078.495,192.5189,26.228,98.3485,58.4358,71.5321,179.0399,483.3619,698.2322,743.4364,824.186,368.5181,696.4206,185.3687,178.7507,1461.963,1203.304,135.276,3181.97,29.194,1142.168,1322.2484,1169.505,177.2151,665.839,120.7629,304.4361,132.275,57.6405,157.0787,322.7225,2761.821,36.2377,741.062,43.8017,55.0374,141.6182,204.2066,19.3006,1129.0779,35.0935,164.7346,36.8878,37.5977,60.3029,784.317,392.0151,156.9768,50.3707,246.5864,341.3076,664.5854,392.855,1514.6698,191.4949,1993.086,410.3043,381.3905,1704.369,286.1853,621.3243,351.4615,1611.274,72.3033,900.6005,40.1372,182.4875,1e-28,65.7584,42.6962,88.1642,1339.6038,71.4318,267.194,133.6096,268.136,86.1955,112.5851,152.2074,196.0021,66.8172,178.9922,104.6987,111.9672,22.9139,198.2682,105.988,216.9089,775.9752,84.1229,188.0317,306.2541,98.3312,175.9875,46.2341,2337.365,317.6866,211.6313,179.8275,698.542,146.1448,70.8748,141.6796,83.1368,569.453,71.3538,99.7508,211.6419,129.4013,77.7457,216.043,86.8954,255.7077,117.3788,39.6932,143.4627,241.7703,43.1577,1006.392,671.8883,525.8163,471.1039,995.198,539.1428,61.985,56.5258,58.3179,882.191,84.2822,436.0131,99.8138,68.5711,67.4803,3434.557,101.2093,501.6884,200.4832,1636.608,308.5317,569.6841,153.3029,339.0648
