"","PRISM|7122","PRISM|7147","PRISM|7150","PRISM|7153","PRISM|7184","PRISM|7238","PRISM|7406","PRISM|7408","PRISM|7421","PRISM|7445","PRISM|7486","PRISM|7496","PRISM|7506","PRISM|7547","PRISM|7658","PRISM|7662","PRISM|7744","PRISM|7759","PRISM|7762","PRISM|7776","PRISM|7791","PRISM|7843","PRISM|7847","PRISM|7852","PRISM|7855","PRISM|7858","PRISM|7860","PRISM|7861","PRISM|7862","PRISM|7870","PRISM|7874","PRISM|7875","PRISM|7879","PRISM|7897","PRISM|7899","PRISM|7904","PRISM|7906","PRISM|7908","PRISM|7909","PRISM|7910","PRISM|7911","PRISM|7912","PRISM|7938","PRISM|7941","PRISM|7947","PRISM|7948","PRISM|7955","PRISM|7971","PRISM|7989","PRISM|8095","PRISM|8096","PRISM|8101","PRISM|8106","PRISM|8129","PRISM|8226","PRISM|8244","PRISM|8264","PRISM|8275","PRISM|8283","PRISM|8332","PRISM|8336","PRISM|8361","PRISM|8374","PRISM|8377","PRISM|8406","PRISM|8441","PRISM|8444","PRISM|8447","PRISM|8452","PRISM|8458","PRISM|8462","PRISM|8464","PRISM|8466","PRISM|8467","PRISM|8475","PRISM|8480","PRISM|8483","PRISM|8485","PRISM|8496","PRISM|8502","PRISM|8503","PRISM|8511","PRISM|8513","PRISM|8515","PRISM|8523","PRISM|8534","PRISM|8537","PRISM|8550","PRISM|8564","PRISM|8565","PRISM|8573","PRISM|8577","PRISM|8589","PRISM|8591","PRISM|8592","PRISM|8605","PRISM|8624","PRISM|8628","PRISM|8629","PRISM|8667","PRISM|8675","PRISM|8683","PRISM|8692","PRISM|8696","PRISM|8728","PRISM|8734","PRISM|8735","PRISM|8746","PRISM|8749","PRISM|8753","PRISM|8754","PRISM|8758","PRISM|8764","PRISM|8765","PRISM|8774","PRISM|8776","PRISM|8778","PRISM|8783","PRISM|8784","PRISM|8785","PRISM|8788","PRISM|8789","PRISM|8794","PRISM|8795","PRISM|8800","PRISM|8802","PRISM|8803","PRISM|8805","PRISM|8806","PRISM|8807","PRISM|8809","PRISM|8815","PRISM|8841","PRISM|8843","PRISM|8844","PRISM|8846","PRISM|8847","PRISM|8849","PRISM|8878","PRISM|8882","PRISM|8892","PRISM|8894","PRISM|8898","PRISM|8924","PRISM|8932","PRISM|8982","PRISM|8998","PRISM|9010","PRISM|9018","PRISM|9030","PRISM|9033","PRISM|9074","PRISM|9079","PRISM|9126","PRISM|9148","Validation|LLDeep_0001","Validation|LLDeep_0003","Validation|LLDeep_0010","Validation|LLDeep_0011","Validation|LLDeep_0012","Validation|LLDeep_0015","Validation|LLDeep_0018","Validation|LLDeep_0021","Validation|LLDeep_0022","Validation|LLDeep_0024","Validation|LLDeep_0026","Validation|LLDeep_0027","Validation|LLDeep_0028","Validation|LLDeep_0029","Validation|LLDeep_0030","Validation|LLDeep_0033","Validation|LLDeep_0034","Validation|LLDeep_0037","Validation|LLDeep_0039","Validation|LLDeep_0043","Validation|LLDeep_0047","Validation|LLDeep_0052","Validation|UMCG0333264","Validation|UMCG1180653","Validation|UMCG1576297","Validation|UMCG1705352","Validation|UMCG1708847","Validation|UMCG2023308","Validation|UMCG2136686","Validation|UMCG2739287","Validation|UMCG2788516","Validation|UMCG3243705","Validation|UMCG3299495","Validation|UMCG3321127","Validation|UMCG3595094","Validation|UMCG3748218","Validation|UMCG4000898","Validation|UMCG4081271","Validation|UMCG4268471","Validation|UMCG4722506","Validation|UMCG4789724","Validation|UMCG4851027","Validation|UMCG5113553","Validation|UMCG5308346","Validation|UMCG5437940","Validation|UMCG5613882","Validation|UMCG5792346","Validation|UMCG5921444","Validation|UMCG6047689","Validation|UMCG6054655","Validation|UMCG6262744","Validation|UMCG6628208","Validation|UMCG6720116","Validation|UMCG6738619","Validation|UMCG6868484","Validation|UMCG6966873","Validation|UMCG7115152","Validation|UMCG7198526","Validation|UMCG7563651","Validation|UMCG8089650","Validation|UMCG8255148","Validation|UMCG8438880","Validation|UMCG9119812","Validation|UMCG9189151","Validation|UMCG9830707"
"K03218",0.18,2.698,4.454,3.983,0.183,0,14.07,5.381,0.247,33.275,8.341,0,0.444,6.501,3.458,0.136,0.059,0.908,2.109,0.543,0,11.767,1.001,35.422,0.912,2.196,0.844,0,2.093,0,0,0.683,2.152,1.692,1.169,0,0.305,0.75,0.467,0.9,4.522,2.28,20.241,5.2,8.903,1.019,0.714,6.191,44.695,11.175,5.788,2.516,1.601,3.069,13.884,1.37,50.902,0.535,1.334,2.3,0,0,2.959,7.507,3.149,0.154,0,0,0,2.307,1.06,2.505,9.86,1.064,37.907,0,12.717,2.145,1.804,1.69,0.888,1.118,0.459,0.049,1.285,162.219,10.356,5.171,0.365,1.432,0.056,0.126,0.324,3.901,0,1.48,0.184,1.012,0.238,11.049,2.491,2.479,0.172,0.21,0.71,1.694,16.168,47.219,28.236,10.266,2.848,0,0.015,2.482,6.874,3.771,1.648,1.075,3.796,4.724,1.163,1.91,3.963,2.324,4.681,0.164,0.071,3.822,59.79,3.196,47.558,26.239,8.318,6.702,55.774,1.45,1.619,14.462,3.756,3.971,0.585,0.115,9.395,3.178,5.225,7.097,14.565,2.537,0,5,0,4.627,0,1.828,0,0.147,1.826,0.056,0.978,0.061,0.212,0.057,0.131,0.457,0,0,0.14,5.41,0,0,1.115,0,0.092,0.586,0,0.1,0.086,0.133,0,1.915,0.729,0.388,0,0,0.39,3.397,1.156,0.851,1.109,0,0,0.616,0,30.726,0,0.533,2.368,1.45,0,4.027,4.223,0.146,0,1.543,0,0,0,0.55,0.36,1.967,0,0.675,0,0.067,2.073,0,0,4.912,0,1.815
"K03268",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0.77,0.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.086,0,0,0.078,0,16.97,0.07,0.129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012,0.404,0,0,0.401,0,0.039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"K03269",0.12,2.428,3.081,6.682,0.52,0.11,11.85,5.733,0.381,18.024,4.592,0,0.253,7.206,4.175,0,0.061,1.458,2.056,0.787,0.173,9.059,1.206,36.385,0.845,2.199,0.426,0,2.229,0,0,0.357,1.676,1.291,1.317,0,0.257,0.829,0.194,1.376,5.874,2.845,12.188,5.147,5.196,0.366,0.485,1.821,10.095,9.284,5.577,2.365,2.263,1.919,11.254,1.032,36.032,0.715,1.572,2.149,0,0,2.887,3.429,3.186,0,0,0,0.398,1.8,0.409,1.66,12.287,2.011,31.625,0,12.6,0.946,1.036,3.41,0.511,1.35,0.619,0.051,0.376,223.473,9.464,3.218,0.446,1.261,0,0,0.346,4.69,0,1.079,1.112,1.28,0,11.598,3.13,0,0.111,0.331,0.561,1.873,17.034,27.663,14.185,7.399,1.907,12.263,0,2.5,5.493,3.148,1.298,1.039,3.716,3.705,1.383,1.486,3.42,2.815,3.47,0.231,0.046,3.43,38.71,3.249,33.814,26.257,6.684,6.852,51.117,1.724,2.31,12.389,2.974,3.449,0.968,0.06,10.875,1.614,7.463,8.859,11.136,4.361,0.733,4.682,0,6.315,0,2.488,0.642,0.204,2.156,0,0.934,0,0.265,0.056,0.289,0.979,0,0,0.28,5.181,0,0,1.29,0,0.086,0.382,0,0,0.043,0,0,0,0.494,0.589,0,0,1.145,3.68,0.601,1.233,1.143,0,0.194,0.158,0,37.085,0,1.166,1.503,2.323,0,2.528,2.819,0.279,0,1.418,0,0,0,0.268,1.331,1.182,0,0.378,0,0,2.633,0,0,3.738,0,2.353
"K03270",16.275,0.278,6.791,0.623,0.679,0,25.571,11.053,7.464,36.227,0,0,1.486,8.409,0.201,2.106,0.489,1.01,0,0.211,0.153,0.156,4.348,0,2.269,0.717,0.164,0.14,3.718,0,4.662,0.95,10.402,1.172,3.31,0,1.039,0,2.081,1.103,9.208,4.015,24.596,5.715,0.362,1.303,1.66,4.95,63.91,6.112,0,5.36,2.894,0.125,21.234,0,79.801,0.942,2.747,7.227,0,0,0.763,7.989,0.109,0.861,1.715,0.085,0,0.946,0.139,1.413,7.121,0.184,70.776,0,25.666,3.061,4.715,9.465,11.577,1.289,3.767,0,2.51,0.441,13.398,2.993,1.186,0,0,6.686,0.654,10.282,0.181,0,0.303,2.276,0.518,18.924,1.121,16.782,4.955,1.571,2.173,0,1.438,0.061,25.491,0.108,0.715,0,7.645,10.522,3.439,1.763,5.882,3.037,9.148,1.848,2.21,0.282,5.037,0.922,0,0,0.077,6.953,70.795,0,83.104,53.239,6.863,4.018,50.429,0.837,4.631,27.723,0.877,1.902,0.786,4.658,4.246,2.313,7.216,10.707,10.43,0,0.383,0,0.087,0.522,2.503,4.485,5.071,0.823,0.897,2.226,3.134,0.93,1.592,1.539,1.224,2.788,0.348,0.069,0,7.552,0.671,0,5.145,0,2.992,1.297,0.086,0.271,0.061,0.182,0,2.36,0.975,5.358,4.693,1.158,4.68,4.29,1.61,0,2.393,0,0.259,0,0,8.063,1.089,3.363,0,3.637,0.629,8.749,9.642,0.144,0,2.851,0,0.085,0,0.396,1.525,5.572,1.002,1.419,1.721,4.201,0.13,0,0.649,1.782,3.149,3.286
"K03271",5.844,12.361,26.954,11.626,54.976,10.538,25.309,12.286,31.266,27.442,13.455,1.063,3.591,14.011,32.127,22.753,7.656,32.221,5.198,1.517,8.57,125.913,24.022,4.369,21.617,37.756,35.391,27.146,4.696,1.413,8.638,0.925,10.33,6.146,5.806,16.839,10.629,23.393,9.52,12.591,22.912,16.097,74.903,23.569,136.766,29.519,22.938,81.557,48.36,54.33,7.092,13.802,11.662,7.238,48.034,13.377,60.659,29.778,35.844,13.87,0,2.986,109.561,15.063,28.512,131.551,67.905,21.681,0,42.814,6.216,8.475,34.412,11.636,62.789,4.434,93.547,6.782,4.203,6.346,5.563,1.909,12.374,0.328,11.758,209.435,110.098,5.635,6.775,1.623,21.139,3.297,7.628,9.096,17.902,2.228,15.024,3.703,0.316,29.545,1.397,22.845,2.775,5.884,7.939,5.411,22.561,12.377,26.469,29.801,12.992,13.619,9.917,18.103,8.274,12.11,46.313,14.088,26.653,20.428,4.733,7.459,4.106,21.679,21.961,7.246,3.441,6.238,120.193,4.227,75.871,41.408,120.669,34.493,57.49,2.525,13.745,19.021,10.148,13.564,14.869,14.757,26.821,17.102,9.875,15.386,22.211,9.107,1.11,24.251,12.225,4.366,8.684,8.896,10.995,14.345,8.66,3.199,19.273,15.289,3.602,40.014,23.605,9.451,11.314,0.2,8.949,6.647,15.065,8.428,26.101,0.696,14.057,7.299,1.972,13.117,11.642,0.181,2.769,17.783,0.483,26.252,10.029,6.274,13.581,65.534,7.63,9.985,10.468,2.904,3.4,2.751,0,70.789,16.584,11.502,20.294,13.559,0.486,12.153,29.764,11.403,4.04,2.69,10.797,8.108,13.008,5.911,17.43,12.877,3.336,5.163,1.909,22.22,53.401,0.166,15.288,8.284,6.249,10.591
"K03273",0.08,0.277,6.982,0.615,0.168,0,22.243,10.115,0.25,29.262,0,0,0.093,0,0.092,0.646,0.159,0.615,0,0,0.268,0.551,3.08,0,1.058,0.087,0.372,0.174,0.216,0,0.561,0,0,0.303,0,2.627,0.167,1.741,0.175,0.776,10.671,0.674,21.777,5.373,0.225,1.205,0.125,3.326,56.078,4.323,0,0,0.405,0.123,28.501,0,59.452,0.244,0.017,0.127,0,0,0.333,7.695,5.789,0.542,0,0,0.542,1.465,0.404,0.079,4.694,0.091,65.355,0,17.406,3.425,3.832,5.223,0.086,1.489,0.139,0.332,11.69,0,13.009,5.129,0.293,0,0,0,0,9.047,0.086,0,0.848,0,0.065,20.058,1.105,0.135,0,2.347,0.086,0,0.514,0.09,9.109,9.998,0.545,0,4.08,0.374,0.046,0.336,0.806,1.634,0,3.483,0.31,0.334,0,9.433,0.335,0,0.044,4.42,66.076,0,79.337,48.421,5.911,1.467,21.053,0.211,0.866,21.897,0,3.758,1.481,1.224,5.052,0.238,5.865,11.688,3.252,0,0,0,0,0.127,0,0.429,0.179,0,0.224,0.221,0.139,0,0.524,0.158,0.352,1.345,0,0,0.239,5.919,0,0,1.507,0,0,0.942,0,0.577,0,0,0,11.566,0.162,0,0,0,0,3.043,0,0,0,0,0.312,0,0,3.539,0,1.529,0,0,0,7.657,9.082,0,0,0.188,0,0,0,0,0.098,2.476,0,0.697,1.186,0.996,0.509,0,0.263,1.456,0,0
"K03274",2.368,1.739,22.93,4.128,3.157,15.889,31.511,11.812,0.758,50.768,11.79,0,1.069,10.645,3.977,13.033,9.415,8.086,3.288,0.076,11.035,112.787,3.167,36.302,21.936,37.773,20.6,28.061,2.662,1.007,0.357,2.094,6.751,3.671,2.687,0,1.006,18.385,8.088,1.602,8.262,7.088,90.673,13.569,146.641,7.081,2.244,92.196,77.954,50.241,4.384,3.477,9.276,1.672,32.955,1.142,97.613,25.179,31.906,12.963,0,0.763,45.516,13.622,14.204,115.882,64.698,2.547,0.592,37.611,4.978,6.822,18.837,0.918,79.538,7.98,68.43,6.658,4.372,4.051,3.819,4.3,1.527,0.15,4.782,100.93,125.885,3.596,1.376,1.302,0.489,0,8.456,16.031,24.9,2.092,8.425,4.064,0.181,18.811,2.067,21.871,1.263,0.121,4.235,3.632,18.603,38.938,26.436,15.42,9.152,14.902,2.419,16.302,6.592,3.329,35.862,6.457,27.106,13.586,4.793,3.516,4.686,4.191,15.163,2.004,0.053,7.786,150.242,1.808,94.015,56.42,170.669,23.773,60.491,2.129,5.936,29.785,7.521,9.29,1.331,0.608,12.809,13.477,13.165,12.622,20.137,6.998,1.803,16.243,8.054,5.649,1.742,3.182,7.808,3.328,3.509,4.358,19.06,3.862,2.645,34.328,18.985,0.367,9.857,0,10.729,11.272,18.496,0,29.107,0.254,9.184,1.955,2.348,11.663,0.067,0.446,3.028,7.084,3.891,25.901,0,4.313,8.312,74.78,6.035,3.136,3.952,0,0.14,0.827,0,45.888,0.382,3.439,3.146,1.399,0.138,8.353,32.294,4.437,3.787,3.592,3.556,7.064,6.151,8.353,1.105,10.908,4.28,1.32,0.132,1.888,66.507,0.178,16.088,5.5,0,0.953
"K03278",0.042,0,0,0,0,0,0,5.158,0.086,6.85,0.076,0,0.036,0,0.1,0.189,0.042,0,0,0,0,0.082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.025,2.635,0,0.042,0,0,51.311,0.115,0,0,1.532,0.031,0,0,63.856,0,0,0,0,0.043,0.476,0.04,0,0,0,0,0,0,0,0.084,0,0.235,69.212,0,0.164,0,0.083,0,0,0,0,0,0,0,0.317,0.145,0,0,0,0,0,8.641,0.047,0,0.104,0,0,0,0,0,0,0,0,0,0,0.023,0.545,0.037,0.02,0,0.011,0.025,0,0,0,0.532,0,0,0,0,0,0,0,0,0.02,5.339,62.912,0,0,0,6.437,0,0.078,0.422,0.748,23.629,0,0,0,0.079,0,0,0,0,0,0,0.389,0,0,0,0,0,0,0,0,0.117,0,0,0,0,0.308,0,0,0,0,5.354,0,0,0,0,0,1.87,0,0,0,0,0,2.064,0,0,0,0,0,2.032,0,0,0,0,0,0,0,7.865,0,0,0,0,0,4.545,4.539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.517,0,0
"K03279",0.042,0,0.024,0,0,0,0.097,9.446,0.259,6.85,0.151,0,0.036,0,0.199,0.188,0.042,0.332,0,0,0.078,0.082,0,0,1.184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.899,2.635,0,0.042,0,3.508,51.255,0.116,0,0,1.049,0.063,0,0,52.353,0.328,0,0,0,0.043,0.306,0,0,0,0,0,0.28,0,0,0.084,0.946,0.095,70.369,0,9.797,0.09,2.687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.788,0.047,0,0,0,0,0,0,0,0,0,0,0,0,0.078,1.853,0,0.02,0,0,0,0,0.023,0.025,0.532,0,0,0.281,0,0.009,0,0,0,0.01,4.296,61.18,0,0,0.017,5.585,0,0.078,0.246,1.057,22.751,0,0,0,0.079,0.371,0.451,0,0,0,0,0,0,0,0,0,0,0,0,0,0.193,0,0,0,0,0.308,0,0,0,0,5.354,0,0,0,0,0,1.3,0,0,0,0,0,2.064,0,0.827,0,0,0,1.283,0,0,0,0,0,0,0,7.865,0.178,0,0,0,0,3.725,4.132,0,0,0,0,0,0,0,0,0,0,0,0,0,0.658,0,0,1.517,0,0
"K03280",0,0,0.023,0,0.161,0.066,0.091,5.072,0.041,5.921,0,0,0.032,0,0,0,0.036,0.029,0,0,0.034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.034,2.741,0,0,0,0,65.135,0,0,0,2.104,0.06,0,0,51.415,0,0,0.021,0,0,0.343,0.039,0,0,0,0,0.263,0,0.031,0.073,0,0,62.807,0,0.06,0,0,0,0,0,0.068,0,0,0,0,0,0,0,0,0,0,8.199,0,0,0.046,0,0.058,0,0.072,0.273,0,0,0,0,0,0.015,0,0.034,0.009,0,0,0,0,0,0,0.696,0,0.011,0.024,0,0,0,0,0,0,4.888,59.262,0,0,0.016,5.701,0,0,0.283,0.824,21.017,0,0,0,0.139,0,0,0,0,0,0,0,0,0,0.628,0,0,0,0,0,0.372,0.194,0,0,0,0.455,0,0,0,0,6.837,0,0,0,0,0,1.438,5.32,0,0,0,0,3.067,0,0.519,0,0,0,0,0,0,0,0,0,0,0,6.722,0.335,0.058,0,0,0,3.037,3.887,0,0,0,0,0,0,0,0,0.133,0,0,0,0,0.117,0,0,1.451,0,0
"K03332",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008,0,0,0,0,0,0.044,0,0,0,0,0,0,0,0,0,0,0,9.534,0,0,0,0,0,0,0,0.007,0,0,0,0,0,0,0,0,0,0,0,0.229,0,0.009,0,0,0,0.009,0,0,0,0,0,0,0,0,0,0,0,0,0,0.423,0,0,0.011,0.053,0,0,0.009,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0.033,0.007,0,0,0.085,0,0,0,0,0,0,0,0,0,0,0,0.002,0,0,0,0,0,0.003,0,0,0,0,0.24,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012,0.656,0,0,0,0,0,0,0,0.384,0,0,0,0,0,0,0.015,0,0,0.316,0.013,0,0,0,0,0.974,0,0,0,0,0,0.01,0,0,0,0.431,0,0,0,0,0,1.271,0,0,0,0
"K03335",7.207,8.147,6.036,21.198,12.232,6.464,5.92,2.23,13.477,57.558,19.15,27.609,6.431,13.919,9.726,17.71,7.505,20.003,15.918,15.241,16.718,0,3.621,39.25,8.329,12.522,12.952,16.445,10.987,26.744,10.171,2.063,8.925,17.893,7.825,7.66,18.832,9.26,31.494,6.022,20.558,11.43,18.088,64.608,9.243,11.062,12.63,3.823,4.731,1.84,17.941,6.541,20.397,1.479,0.437,9.316,6.323,17.976,9.374,10.431,0,31.166,7.366,0.752,2.695,13.616,34.54,8.306,0,20.555,27.85,33.598,6.468,7.502,2.454,0,4.607,5.13,29.825,0,13.66,53.557,18.066,3.428,1.465,3.459,115.214,4.435,19.047,21.754,38.384,15.958,43.016,13.897,8.357,5.525,10.705,9.416,0.301,4.07,3.594,5.514,7.513,12.329,4.819,9.053,8.538,31.235,2.647,6.794,9.491,10.277,17.938,7.927,6.543,16.004,9.623,13.164,11.503,5.844,6.658,4.863,8.419,13.9,2.887,2.374,18.703,17.785,21.005,22.821,28.722,1.97,9.487,1.262,1.185,19.255,4.449,4.427,7.469,14.782,18.794,7.558,1.481,12.989,11.167,1.499,0.875,8.255,14.879,6.857,13.984,55.329,3.613,9.95,3.162,8.148,5.848,19.042,15.533,18.942,20.688,11.885,6.535,5.194,22.896,21.455,11.321,9.211,13.851,25.884,25.002,14.407,15.024,24.584,20.189,5.738,24.833,108.882,28.899,28.738,4.46,8.35,57.172,19.365,6.027,5.572,12.392,12.754,13.323,10.097,3.094,3.868,16.486,32.106,15.759,30.589,8.615,7.816,10.211,3.176,9.352,27.66,5.053,6.072,26.624,5.113,1.871,2.38,9.557,6.24,18.448,2.442,7.4,34.326,0,0,12.986,9.398,27.22,12.763
"K03336",0,0,0,0,0,0,0,0.591,0,0,0,0,0,0,0,0,0,0.099,0,0,0,0,0,0,0.043,0,0,0,0,0,0,0,0,0.039,0,0,0,0,0,0,0,0,0.042,0,0,0,0,0.763,0.139,0,0,0,0,0,1.001,0,6.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.231,0,0,0.279,0,0,0,0,0,0,0,0,0,0,0.108,0,0,0,2.301,0,0.088,0,0,0,0,0,0.04,0,0,0,0.346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.077,0,0.12,0,0,0,0,0,0,0,0,0,0,24.553,0,0,0.054,0,0,0.08,5.033,0,0,0,0,0,0,4.654,0.126,0,0,0,0.067,0,0.197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.341,0,0,0.363,0.147,0.883,3.855,0,2.447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"K03337",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.031,0,0,0,0,0,0,0,0,0,0,0,0,0,0.076,0,0,0,0.521,0,0,0,0,0,0,0,0,0,0,0,0.087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.338,0,0.535,0,0,2.503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"K03338",3.356,3.633,2.164,12.938,4.156,0.294,1.747,1.378,4.197,52.818,9.415,10.181,1.755,3.033,9.426,3.868,5.255,0.033,1.565,7.438,8.925,0.128,2.237,9.482,4.721,8.58,6.386,8.125,4.691,7.387,5.484,2.167,10.205,4.673,2.508,3.982,9.263,5.42,20.518,1.554,10.776,5.96,15.047,44.714,1.176,4.015,9.939,0.896,0.221,0,11.16,1.38,5.4,0.737,7.087,4.129,7.818,4.35,0.643,4.654,0,2.382,2.726,1.089,0.638,4.437,20.345,3.455,0,9.138,2.785,5.336,3.641,5.441,0.574,0,3.117,0.768,14.948,0,5.487,19.076,7.565,1.346,6.612,0.23,22.129,12.801,16.358,1.884,15.667,3.009,21.836,5.937,1.112,1.594,4.052,4.874,0,0.692,0.838,2.179,4.746,5.766,1.095,1.567,6.497,0.409,0.615,3.891,3.947,2.824,11.464,3.75,3.428,9.949,4.318,4.091,3.574,3.906,2.695,2.268,5.94,7.564,0.372,0.524,6.225,13.012,0.08,10.147,23.391,0.696,4.195,0.615,0,8.407,0.719,5.207,1.025,7.456,14.068,6.56,40.218,4.948,8.896,0.942,1.574,6.903,6.533,3.084,12.84,10.054,2.595,6.199,2.113,3.863,2.541,2.45,8.415,11.754,10.401,4.62,5.012,2.762,12.296,14.472,6.585,4.92,6.772,9.922,13.147,9.91,3.674,7.924,6.774,3.369,14.425,92.226,16.751,16.936,2.477,2.493,17.791,8.542,3.656,5.726,7.895,3.684,7.082,7.355,1.293,3.677,11.688,2.974,7.716,19.592,0.561,3.181,8.167,2.633,4.046,12.183,3.364,4.198,11.605,1.538,0.897,1.358,8.532,4.554,10.651,2.336,5.058,11.481,0,0,6.476,5.218,11.363,4.478
"K03339",0.194,0.463,0.434,0.312,0.552,0.171,0.385,0.059,0.168,0.742,0.291,0.845,0.341,0.291,0.401,0.544,0.446,0.385,1.13,0.73,0.389,0,0.436,0.393,1.296,0.457,0.255,0.516,0.74,1.636,0.966,0,0.414,0.377,0.461,0.522,1.183,0.231,0.397,0.695,0.637,0.618,0.222,0.522,0.246,0.365,0.632,0.484,0,0,0,0.685,0.28,0,0.288,1.267,0,0.4,0.479,0.593,0,0.285,0,0.168,0.174,0.533,0.788,0.494,0,1.436,0.608,0.704,0.069,0.541,0.152,0,0.339,0.182,0.787,0,0.834,1.308,0.76,0.525,0,0,0,0,1.085,0.982,0.45,0.216,0.558,0.715,0.343,0,0.728,0.975,0,0.195,2.303,0.252,0.603,0.386,0.307,0.381,0.321,0,0.291,0.069,0.507,0.098,0.383,0.279,0.376,0.374,0.27,0.505,0.564,0.232,0.206,0.167,0.46,0.186,0.45,1.22,0.36,0.152,0.061,0.101,0.215,0.061,0.346,0.216,0,0.69,0.248,0.305,0.164,0.261,1.198,0.387,0.052,0.808,0.717,1.134,0.076,0.426,0.973,0.11,0.149,1.053,0.21,0.455,0.376,0.728,0.096,0.776,0.538,0.417,0.468,0.386,0.312,0.816,0.81,0.807,0.61,0.985,0.733,0.531,0.525,0.615,0.088,0.872,0.434,0.417,0.784,0.523,0.702,0.259,0.384,0.19,0.968,0.479,1.414,0.091,0.6,0,0.291,0.801,0.914,0.969,0.94,4.333,0.175,0.932,0,0.822,0.728,0.399,1.211,0.851,1.625,1.064,1.146,0.257,1.267,0.777,0.574,0.377,0.421,1.051,1.212,0.905,0,2.906,0.893,0,0.716,1.311
